date,platform,campaign_name,impressions,clicks,spend,ctr,cpc,conversions,conversion_value,reach
2025-06-10,meta,Demo Meta Conversion Q1,4550,91,91.05,0.02,1.0,2,100.0,3868.0
2025-06-10,meta,Demo Meta Conversion Q2,4900,98,98.47,0.02,1.0,2,100.0,4165.0
2025-06-11,google,Demo Search Brand,5100,102,101.72,0.02,1.0,2,100.0,
2025-06-11,google,Demo Search Generic,4900,98,97.89,0.02,1.0,2,100.0,
2025-06-11,google,Demo Display Retargeting,4550,91,90.87,0.02,1.0,2,100.0,
2025-06-11,meta,Demo Meta Awareness Q1,5450,109,108.73,0.02,1.0,2,100.0,4632.0
2025-06-11,meta,Demo Meta Awareness Q2,5450,109,108.56,0.02,1.0,2,100.0,4632.0
2025-06-11,meta,Demo Meta Conversion Q1,5400,108,107.74,0.02,1.0,2,100.0,4590.0
2025-06-11,meta,Demo Meta Conversion Q2,5200,104,103.95,0.02,1.0,2,100.0,4420.0
2025-06-12,google,Demo Search Brand,5400,108,108.1,0.02,1.0,2,100.0,
2025-06-12,google,Demo Search Generic,5350,107,107.11,0.02,1.0,2,100.0,
2025-06-12,google,Demo Display Retargeting,5050,101,100.89,0.02,1.0,2,100.0,
2025-06-12,meta,Demo Meta Awareness Q1,5000,100,100.24,0.02,1.0,2,100.0,4250.0
2025-06-12,meta,Demo Meta Awareness Q2,5100,102,102.35,0.02,1.0,2,100.0,4335.0
2025-06-12,meta,Demo Meta Conversion Q1,4800,96,95.67,0.02,1.0,2,100.0,4080.0
2025-06-12,meta,Demo Meta Conversion Q2,4600,92,92.38,0.02,1.0,2,100.0,3910.0
2025-06-13,google,Demo Search Brand,5450,109,108.58,0.02,1.0,2,100.0,
2025-06-13,google,Demo Search Generic,5000,100,99.83,0.02,1.0,2,100.0,
2025-06-13,google,Demo Display Retargeting,4600,92,91.72,0.02,1.0,2,100.0,
2025-06-13,meta,Demo Meta Awareness Q1,5450,109,108.91,0.02,1.0,2,100.0,4632.0
2025-06-13,meta,Demo Meta Awareness Q2,5300,106,106.17,0.02,1.0,2,100.0,4505.0
2025-06-13,meta,Demo Meta Conversion Q1,5150,103,102.93,0.02,1.0,2,100.0,4378.0
2025-06-13,meta,Demo Meta Conversion Q2,5500,110,109.82,0.02,1.0,2,100.0,4675.0
2025-06-14,google,Demo Search Brand,6400,128,127.7,0.02,1.0,3,150.0,
2025-06-14,google,Demo Search Generic,5500,110,109.91,0.02,1.0,2,100.0,
2025-06-14,google,Demo Display Retargeting,6250,125,125.29,0.02,1.0,2,100.0,
2025-06-14,meta,Demo Meta Awareness Q1,5550,111,110.87,0.02,1.0,2,100.0,4718.0
2025-06-14,meta,Demo Meta Awareness Q2,6350,127,126.59,0.02,1.0,3,150.0,5398.0
2025-06-14,meta,Demo Meta Conversion Q1,5700,114,114.48,0.02,1.0,2,100.0,4845.0
2025-06-14,meta,Demo Meta Conversion Q2,5800,116,116.37,0.02,1.0,2,100.0,4930.0
2025-06-15,google,Demo Search Brand,6400,128,127.97,0.02,1.0,3,150.0,
2025-06-15,google,Demo Search Generic,5550,111,111.16,0.02,1.0,2,100.0,
2025-06-15,google,Demo Display Retargeting,6550,131,130.65,0.02,1.0,3,150.0,
2025-06-15,meta,Demo Meta Awareness Q1,5550,111,111.04,0.02,1.0,2,100.0,4718.0
2025-06-15,meta,Demo Meta Awareness Q2,5450,109,108.61,0.02,1.0,2,100.0,4632.0
2025-06-15,meta,Demo Meta Conversion Q1,5450,109,108.61,0.02,1.0,2,100.0,4632.0
2025-06-15,meta,Demo Meta Conversion Q2,6350,127,127.44,0.02,1.0,3,150.0,5398.0
2025-06-16,google,Demo Search Brand,5000,100,99.6,0.02,1.0,2,100.0,
2025-06-16,google,Demo Search Generic,5000,100,100.16,0.02,1.0,2,100.0,
2025-06-16,google,Demo Display Retargeting,5350,107,106.69,0.02,1.0,2,100.0,
2025-06-16,meta,Demo Meta Awareness Q1,5000,100,100.26,0.02,1.0,2,100.0,4250.0
2025-06-16,meta,Demo Meta Awareness Q2,5450,109,109.14,0.02,1.0,2,100.0,4632.0
2025-06-16,meta,Demo Meta Conversion Q1,4500,90,90.08,0.02,1.0,2,100.0,3825.0
2025-06-16,meta,Demo Meta Conversion Q2,4650,93,93.25,0.02,1.0,2,100.0,3952.0
2025-06-17,google,Demo Search Brand,5300,106,105.76,0.02,1.0,2,100.0,
2025-06-17,google,Demo Search Generic,5400,108,108.31,0.02,1.0,2,100.0,
2025-06-17,google,Demo Display Retargeting,5200,104,104.12,0.02,1.0,2,100.0,
2025-06-17,meta,Demo Meta Awareness Q1,4800,96,95.96,0.02,1.0,2,100.0,4080.0
2025-06-17,meta,Demo Meta Awareness Q2,5350,107,106.81,0.02,1.0,2,100.0,4548.0
2025-06-17,meta,Demo Meta Conversion Q1,4700,94,94.4,0.02,1.0,2,100.0,3995.0
2025-06-17,meta,Demo Meta Conversion Q2,4950,99,98.77,0.02,1.0,2,100.0,4208.0
2025-06-18,google,Demo Search Brand,5300,106,105.69,0.02,1.0,2,100.0,
2025-06-18,google,Demo Search Generic,4900,98,98.09,0.02,1.0,2,100.0,
2025-06-18,google,Demo Display Retargeting,5300,106,106.5,0.02,1.0,2,100.0,
2025-06-18,meta,Demo Meta Awareness Q1,5100,102,102.07,0.02,1.0,2,100.0,4335.0
2025-06-18,meta,Demo Meta Awareness Q2,5350,107,107.23,0.02,1.0,2,100.0,4548.0
2025-06-18,meta,Demo Meta Conversion Q1,4750,95,94.7,0.02,1.0,2,100.0,4038.0
2025-06-18,meta,Demo Meta Conversion Q2,5150,103,102.71,0.02,1.0,2,100.0,4378.0
2025-06-19,google,Demo Search Brand,5150,103,103.25,0.02,1.0,2,100.0,
2025-06-19,google,Demo Search Generic,4900,98,98.29,0.02,1.0,2,100.0,
2025-06-19,google,Demo Display Retargeting,4950,99,98.66,0.02,1.0,2,100.0,
2025-06-19,meta,Demo Meta Awareness Q1,5400,108,108.35,0.02,1.0,2,100.0,4590.0
2025-06-19,meta,Demo Meta Awareness Q2,4700,94,94.43,0.02,1.0,2,100.0,3995.0
2025-06-19,meta,Demo Meta Conversion Q1,4600,92,91.91,0.02,1.0,2,100.0,3910.0
2025-06-19,meta,Demo Meta Conversion Q2,5000,100,100.32,0.02,1.0,2,100.0,4250.0
2025-06-20,google,Demo Search Brand,5400,108,107.61,0.02,1.0,2,100.0,
2025-06-20,google,Demo Search Generic,5500,110,109.53,0.02,1.0,2,100.0,
2025-06-20,google,Demo Display Retargeting,5400,108,107.96,0.02,1.0,2,100.0,
2025-06-20,meta,Demo Meta Awareness Q1,5250,105,105.43,0.02,1.0,2,100.0,4462.0
2025-06-20,meta,Demo Meta Awareness Q2,4600,92,92.18,0.02,1.0,2,100.0,3910.0
2025-06-20,meta,Demo Meta Conversion Q1,5100,102,102.42,0.02,1.0,2,100.0,4335.0
2025-06-20,meta,Demo Meta Conversion Q2,5150,103,103.02,0.02,1.0,2,100.0,4378.0
2025-06-21,google,Demo Search Brand,6000,120,119.88,0.02,1.0,2,100.0,
2025-06-21,google,Demo Search Generic,6400,128,128.21,0.02,1.0,3,150.0,
2025-06-21,google,Demo Display Retargeting,6600,132,131.58,0.02,1.0,3,150.0,
2025-06-21,meta,Demo Meta Awareness Q1,6550,131,131.34,0.02,1.0,3,150.0,5568.0
2025-06-21,meta,Demo Meta Awareness Q2,5400,108,108.49,0.02,1.0,2,100.0,4590.0
2025-06-21,meta,Demo Meta Conversion Q1,5450,109,108.86,0.02,1.0,2,100.0,4632.0
2025-06-21,meta,Demo Meta Conversion Q2,5450,109,109.28,0.02,1.0,2,100.0,4632.0
2025-06-22,google,Demo Search Brand,5800,116,115.5,0.02,1.0,2,100.0,
2025-06-22,google,Demo Search Generic,6300,126,125.89,0.02,1.0,3,150.0,
2025-06-22,google,Demo Display Retargeting,6100,122,121.79,0.02,1.0,2,100.0,
2025-06-22,meta,Demo Meta Awareness Q1,6000,120,119.67,0.02,1.0,2,100.0,5100.0
2025-06-22,meta,Demo Meta Awareness Q2,6300,126,125.63,0.02,1.0,3,150.0,5355.0
2025-06-22,meta,Demo Meta Conversion Q1,5700,114,114.16,0.02,1.0,2,100.0,4845.0
2025-06-22,meta,Demo Meta Conversion Q2,6600,132,131.79,0.02,1.0,3,150.0,5610.0
2025-06-23,google,Demo Search Brand,4750,95,94.95,0.02,1.0,2,100.0,
2025-06-23,google,Demo Search Generic,4850,97,97.44,0.02,1.0,2,100.0,
2025-06-23,google,Demo Display Retargeting,5350,107,107.04,0.02,1.0,2,100.0,
2025-06-23,meta,Demo Meta Awareness Q1,5300,106,105.76,0.02,1.0,2,100.0,4505.0
2025-06-23,meta,Demo Meta Awareness Q2,4650,93,93.05,0.02,1.0,2,100.0,3952.0
2025-06-23,meta,Demo Meta Conversion Q1,4550,91,91.24,0.02,1.0,2,100.0,3868.0
2025-06-23,meta,Demo Meta Conversion Q2,5150,103,103.08,0.02,1.0,2,100.0,4378.0
2025-06-24,google,Demo Search Brand,5200,104,103.91,0.02,1.0,2,100.0,
2025-06-24,google,Demo Search Generic,5400,108,107.85,0.02,1.0,2,100.0,
2025-06-24,google,Demo Display Retargeting,4550,91,90.6,0.02,1.0,2,100.0,
2025-06-24,meta,Demo Meta Awareness Q1,5350,107,107.37,0.02,1.0,2,100.0,4548.0
2025-06-24,meta,Demo Meta Awareness Q2,4850,97,96.75,0.02,1.0,2,100.0,4122.0
2025-06-24,meta,Demo Meta Conversion Q1,4850,97,97.24,0.02,1.0,2,100.0,4122.0
2025-06-24,meta,Demo Meta Conversion Q2,5150,103,102.89,0.02,1.0,2,100.0,4378.0
2025-06-25,google,Demo Search Brand,5350,107,107.2,0.02,1.0,2,100.0,
2025-06-25,google,Demo Search Generic,4900,98,98.27,0.02,1.0,2,100.0,
2025-06-25,google,Demo Display Retargeting,4500,90,90.13,0.02,1.0,2,100.0,
2025-06-25,meta,Demo Meta Awareness Q1,5150,103,102.96,0.02,1.0,2,100.0,4378.0
2025-06-25,meta,Demo Meta Awareness Q2,5050,101,101.07,0.02,1.0,2,100.0,4292.0
2025-06-25,meta,Demo Meta Conversion Q1,5450,109,109.43,0.02,1.0,2,100.0,4632.0
2025-06-25,meta,Demo Meta Conversion Q2,5050,101,100.56,0.02,1.0,2,100.0,4292.0
2025-06-26,google,Demo Search Brand,5150,103,102.61,0.02,1.0,2,100.0,
2025-06-26,google,Demo Search Generic,5350,107,107.47,0.02,1.0,2,100.0,
2025-06-26,google,Demo Display Retargeting,4750,95,95.4,0.02,1.0,2,100.0,
2025-06-26,meta,Demo Meta Awareness Q1,4500,90,90.28,0.02,1.0,2,100.0,3825.0
2025-06-26,meta,Demo Meta Awareness Q2,5250,105,104.98,0.02,1.0,2,100.0,4462.0
2025-06-26,meta,Demo Meta Conversion Q1,5200,104,103.66,0.02,1.0,2,100.0,4420.0
2025-06-26,meta,Demo Meta Conversion Q2,5400,108,107.62,0.02,1.0,2,100.0,4590.0
2025-06-27,google,Demo Search Brand,4750,95,94.66,0.02,1.0,2,100.0,
2025-06-27,google,Demo Search Generic,4950,99,98.6,0.02,1.0,2,100.0,
2025-06-27,google,Demo Display Retargeting,4550,91,90.97,0.02,1.0,2,100.0,
2025-06-27,meta,Demo Meta Awareness Q1,5200,104,104.26,0.02,1.0,2,100.0,4420.0
2025-06-27,meta,Demo Meta Awareness Q2,4700,94,93.82,0.02,1.0,2,100.0,3995.0
2025-06-27,meta,Demo Meta Conversion Q1,5050,101,101.08,0.02,1.0,2,100.0,4292.0
2025-06-27,meta,Demo Meta Conversion Q2,5000,100,100.09,0.02,1.0,2,100.0,4250.0
2025-06-28,google,Demo Search Brand,5900,118,117.81,0.02,1.0,2,100.0,
2025-06-28,google,Demo Search Generic,5450,109,109.17,0.02,1.0,2,100.0,
2025-06-28,google,Demo Display Retargeting,6150,123,122.55,0.02,1.0,2,100.0,
2025-06-28,meta,Demo Meta Awareness Q1,6000,120,120.28,0.02,1.0,2,100.0,5100.0
2025-06-28,meta,Demo Meta Awareness Q2,5700,114,113.81,0.02,1.0,2,100.0,4845.0
2025-06-28,meta,Demo Meta Conversion Q1,6200,124,123.89,0.02,1.0,2,100.0,5270.0
2025-06-28,meta,Demo Meta Conversion Q2,6550,131,131.32,0.02,1.0,3,150.0,5568.0
2025-06-29,google,Demo Search Brand,6500,130,130.34,0.02,1.0,3,150.0,
2025-06-29,google,Demo Search Generic,6450,129,129.32,0.02,1.0,3,150.0,
2025-06-29,google,Demo Display Retargeting,6300,126,126.04,0.02,1.0,3,150.0,
2025-06-29,meta,Demo Meta Awareness Q1,6350,127,127.22,0.02,1.0,3,150.0,5398.0
2025-06-29,meta,Demo Meta Awareness Q2,6250,125,125.11,0.02,1.0,2,100.0,5312.0
2025-06-29,meta,Demo Meta Conversion Q1,5900,118,117.83,0.02,1.0,2,100.0,5015.0
2025-06-29,meta,Demo Meta Conversion Q2,5650,113,112.52,0.02,1.0,2,100.0,4802.0
2025-06-30,google,Demo Search Brand,5250,105,105.14,0.02,1.0,2,100.0,
2025-06-30,google,Demo Search Generic,5100,102,102.33,0.02,1.0,2,100.0,
2025-06-30,google,Demo Display Retargeting,5300,106,106.15,0.02,1.0,2,100.0,
2025-06-30,meta,Demo Meta Awareness Q1,5450,109,109.07,0.02,1.0,2,100.0,4632.0
2025-06-30,meta,Demo Meta Awareness Q2,4900,98,97.87,0.02,1.0,2,100.0,4165.0
2025-06-30,meta,Demo Meta Conversion Q1,5400,108,108.08,0.02,1.0,2,100.0,4590.0
2025-06-30,meta,Demo Meta Conversion Q2,4550,91,91.38,0.02,1.0,2,100.0,3868.0
2025-07-01,google,Demo Search Brand,4750,95,95.11,0.02,1.0,2,100.0,
2025-07-01,google,Demo Search Generic,4950,99,99.35,0.02,1.0,2,100.0,
2025-07-01,google,Demo Display Retargeting,5450,109,108.79,0.02,1.0,2,100.0,
2025-07-01,meta,Demo Meta Awareness Q1,5450,109,109.45,0.02,1.0,2,100.0,4632.0
2025-07-01,meta,Demo Meta Awareness Q2,5000,100,100.22,0.02,1.0,2,100.0,4250.0
2025-07-01,meta,Demo Meta Conversion Q1,5100,102,101.66,0.02,1.0,2,100.0,4335.0
2025-07-01,meta,Demo Meta Conversion Q2,4950,99,98.99,0.02,1.0,2,100.0,4208.0
2025-07-02,google,Demo Search Brand,5400,108,107.86,0.02,1.0,2,100.0,
2025-07-02,google,Demo Search Generic,5350,107,107.07,0.02,1.0,2,100.0,
2025-07-02,google,Demo Display Retargeting,4750,95,95.06,0.02,1.0,2,100.0,
2025-07-02,meta,Demo Meta Awareness Q1,4550,91,91.35,0.02,1.0,2,100.0,3868.0
2025-07-02,meta,Demo Meta Awareness Q2,4550,91,91.46,0.02,1.01,2,100.0,3868.0
2025-07-02,meta,Demo Meta Conversion Q1,5400,108,108.01,0.02,1.0,2,100.0,4590.0
2025-07-02,meta,Demo Meta Conversion Q2,5250,105,104.56,0.02,1.0,2,100.0,4462.0
2025-07-03,google,Demo Search Brand,4650,93,93.44,0.02,1.0,2,100.0,
2025-07-03,google,Demo Search Generic,5200,104,104.05,0.02,1.0,2,100.0,
2025-07-03,google,Demo Display Retargeting,4900,98,98.19,0.02,1.0,2,100.0,
2025-07-03,meta,Demo Meta Awareness Q1,5100,102,101.68,0.02,1.0,2,100.0,4335.0
2025-07-03,meta,Demo Meta Awareness Q2,5100,102,101.97,0.02,1.0,2,100.0,4335.0
2025-07-03,meta,Demo Meta Conversion Q1,5200,104,103.64,0.02,1.0,2,100.0,4420.0
2025-07-03,meta,Demo Meta Conversion Q2,4800,96,95.66,0.02,1.0,2,100.0,4080.0
2025-07-04,google,Demo Search Brand,5400,108,108.5,0.02,1.0,2,100.0,
2025-07-04,google,Demo Search Generic,5400,108,107.56,0.02,1.0,2,100.0,
2025-07-04,google,Demo Display Retargeting,4500,90,90.24,0.02,1.0,2,100.0,
2025-07-04,meta,Demo Meta Awareness Q1,5200,104,103.73,0.02,1.0,2,100.0,4420.0
2025-07-04,meta,Demo Meta Awareness Q2,5050,101,100.8,0.02,1.0,2,100.0,4292.0
2025-07-04,meta,Demo Meta Conversion Q1,5000,100,100.15,0.02,1.0,2,100.0,4250.0
2025-07-04,meta,Demo Meta Conversion Q2,4600,92,92.25,0.02,1.0,2,100.0,3910.0
2025-07-05,google,Demo Search Brand,6050,121,120.92,0.02,1.0,2,100.0,
2025-07-05,google,Demo Search Generic,6300,126,125.69,0.02,1.0,3,150.0,
2025-07-05,google,Demo Display Retargeting,5400,108,108.35,0.02,1.0,2,100.0,
2025-07-05,meta,Demo Meta Awareness Q1,5900,118,118.17,0.02,1.0,2,100.0,5015.0
2025-07-05,meta,Demo Meta Awareness Q2,6150,123,122.91,0.02,1.0,2,100.0,5228.0
2025-07-05,meta,Demo Meta Conversion Q1,5600,112,111.57,0.02,1.0,2,100.0,4760.0
2025-07-05,meta,Demo Meta Conversion Q2,6600,132,131.72,0.02,1.0,3,150.0,5610.0
2025-07-06,google,Demo Search Brand,6250,125,124.51,0.02,1.0,2,100.0,
2025-07-06,google,Demo Search Generic,6200,124,124.42,0.02,1.0,2,100.0,
2025-07-06,google,Demo Display Retargeting,5950,119,118.84,0.02,1.0,2,100.0,
2025-07-06,meta,Demo Meta Awareness Q1,5500,110,110.03,0.02,1.0,2,100.0,4675.0
2025-07-06,meta,Demo Meta Awareness Q2,6500,130,129.66,0.02,1.0,3,150.0,5525.0
2025-07-06,meta,Demo Meta Conversion Q1,5450,109,109.35,0.02,1.0,2,100.0,4632.0
2025-07-06,meta,Demo Meta Conversion Q2,6350,127,126.68,0.02,1.0,3,150.0,5398.0
2025-07-07,google,Demo Search Brand,4650,93,93.38,0.02,1.0,2,100.0,
2025-07-07,google,Demo Search Generic,5200,104,104.37,0.02,1.0,2,100.0,
2025-07-07,google,Demo Display Retargeting,5000,100,99.78,0.02,1.0,2,100.0,
