date,location,bookings,bookings_total,bookings_excl_canceled,participants,revenue,revenue_excl_canceled,google_ads_clicks,google_ads_impressions,google_ads_spend,google_ads_conversions,google_ads_conversion_value,meta_ads_clicks,meta_ads_impressions,meta_ads_spend,meta_ads_conversions,meta_ads_conversion_value
2025-06-01,Northern Sauna Gothenburg,3,3,3,9,736.3499999999999,736.3499999999999,60,2975,59.35,1,58.33,81,4050,80.93,2,83.33
2025-06-01,Northern Sauna Bergen,1,1,1,4,327.27,327.27,60,2975,59.35,1,58.33,81,4050,80.93,2,83.33
2025-06-02,Northern Sauna Stockholm,1,1,1,1,81.82,81.82,51,2542,50.78,1,50.0,64,3225,64.54,1,66.67
2025-06-02,Northern Sauna Helsinki,4,4,4,10,818.1899999999999,818.1899999999999,51,2542,50.78,1,50.0,64,3225,64.54,1,66.67
2025-06-02,Northern Sauna Oslo,4,4,3,12,981.81,736.3599999999999,51,2542,50.78,1,50.0,64,3225,64.54,1,66.67
2025-06-02,Northern Sauna Copenhagen,6,6,6,16,1309.09,1309.09,51,2542,50.78,1,50.0,64,3225,64.54,1,66.67
2025-06-02,Northern Sauna Bergen,1,1,1,1,81.82,81.82,51,2542,50.78,1,50.0,64,3225,64.54,1,66.67
2025-06-03,Northern Sauna Stockholm,8,8,8,23,1881.81,1881.81,46,2308,46.25,1,50.0,67,3342,66.64,1,66.67
2025-06-03,Northern Sauna Helsinki,2,2,2,3,245.45999999999998,245.45999999999998,46,2308,46.25,1,50.0,67,3342,66.64,1,66.67
2025-06-03,Northern Sauna Oslo,4,4,4,15,1227.27,1227.27,46,2308,46.25,1,50.0,67,3342,66.64,1,66.67
2025-06-03,Northern Sauna Copenhagen,1,1,1,2,163.64,163.64,46,2308,46.25,1,50.0,67,3342,66.64,1,66.67
2025-06-03,Northern Sauna Gothenburg,3,3,3,9,736.3599999999999,736.3599999999999,46,2308,46.25,1,50.0,67,3342,66.64,1,66.67
2025-06-03,Northern Sauna Bergen,2,2,2,6,490.9,490.9,46,2308,46.25,1,50.0,67,3342,66.64,1,66.67
2025-06-04,Northern Sauna Stockholm,1,1,1,5,409.09,409.09,50,2483,49.75,1,50.0,64,3175,63.64,1,66.67
2025-06-04,Northern Sauna Helsinki,2,2,2,9,736.3599999999999,736.3599999999999,50,2483,49.75,1,50.0,64,3175,63.64,1,66.67
2025-06-04,Northern Sauna Oslo,1,1,1,6,490.91,490.91,50,2483,49.75,1,50.0,64,3175,63.64,1,66.67
2025-06-04,Northern Sauna Copenhagen,4,4,4,13,1063.6299999999999,1063.6299999999999,50,2483,49.75,1,50.0,64,3175,63.64,1,66.67
2025-06-04,Northern Sauna Gothenburg,3,3,3,6,490.90999999999997,490.90999999999997,50,2483,49.75,1,50.0,64,3175,63.64,1,66.67
2025-06-04,Northern Sauna Bergen,1,1,1,2,163.64,163.64,50,2483,49.75,1,50.0,64,3175,63.64,1,66.67
2025-06-05,Northern Sauna Stockholm,8,8,7,29,2372.71,2045.4399999999998,48,2392,47.8,1,50.0,67,3342,66.82,1,66.67
2025-06-05,Northern Sauna Helsinki,3,3,3,8,654.55,654.55,48,2392,47.8,1,50.0,67,3342,66.82,1,66.67
2025-06-05,Northern Sauna Oslo,3,3,3,10,818.18,818.18,48,2392,47.8,1,50.0,67,3342,66.82,1,66.67
2025-06-05,Northern Sauna Copenhagen,1,1,1,3,245.45,245.45,48,2392,47.8,1,50.0,67,3342,66.82,1,66.67
2025-06-05,Northern Sauna Gothenburg,3,3,2,8,654.54,409.09,48,2392,47.8,1,50.0,67,3342,66.82,1,66.67
2025-06-05,Northern Sauna Bergen,1,1,1,3,245.45,245.45,48,2392,47.8,1,50.0,67,3342,66.82,1,66.67
2025-06-06,Northern Sauna Stockholm,4,4,4,14,1145.4499999999998,1145.4499999999998,52,2592,51.91,1,50.0,66,3308,66.23,1,66.67
2025-06-06,Northern Sauna Helsinki,5,5,5,18,1472.71,1472.71,52,2592,51.91,1,50.0,66,3308,66.23,1,66.67
2025-06-06,Northern Sauna Oslo,2,2,2,3,245.45999999999998,245.45999999999998,52,2592,51.91,1,50.0,66,3308,66.23,1,66.67
2025-06-06,Northern Sauna Copenhagen,2,2,2,3,245.45999999999998,245.45999999999998,52,2592,51.91,1,50.0,66,3308,66.23,1,66.67
2025-06-06,Northern Sauna Gothenburg,1,1,1,2,163.64,163.64,52,2592,51.91,1,50.0,66,3308,66.23,1,66.67
2025-06-06,Northern Sauna Bergen,3,3,3,11,899.99,899.99,52,2592,51.91,1,50.0,66,3308,66.23,1,66.67
2025-06-07,Northern Sauna Stockholm,4,4,4,14,1145.46,1145.46,60,3017,60.38,1,50.0,75,3750,75.05,1,66.67
2025-06-07,Northern Sauna Helsinki,3,3,3,12,981.81,981.81,60,3017,60.38,1,50.0,75,3750,75.05,1,66.67
2025-06-07,Northern Sauna Oslo,3,3,3,11,899.99,899.99,60,3017,60.38,1,50.0,75,3750,75.05,1,66.67
2025-06-07,Northern Sauna Copenhagen,7,7,7,25,2045.4399999999998,2045.4399999999998,60,3017,60.38,1,50.0,75,3750,75.05,1,66.67
2025-06-07,Northern Sauna Gothenburg,3,3,3,11,900.0,900.0,60,3017,60.38,1,50.0,75,3750,75.05,1,66.67
2025-06-07,Northern Sauna Bergen,1,1,1,4,327.27,327.27,60,3017,60.38,1,50.0,75,3750,75.05,1,66.67
2025-06-08,Northern Sauna Stockholm,8,8,5,27,2209.0899999999997,1309.1,60,3017,60.36,1,58.33,82,4075,81.34,2,83.33
2025-06-08,Northern Sauna Helsinki,7,7,7,19,1554.54,1554.54,60,3017,60.36,1,58.33,82,4075,81.34,2,83.33
2025-06-08,Northern Sauna Oslo,8,8,8,20,1636.37,1636.37,60,3017,60.36,1,58.33,82,4075,81.34,2,83.33
2025-06-08,Northern Sauna Copenhagen,5,5,5,12,981.8199999999999,981.8199999999999,60,3017,60.36,1,58.33,82,4075,81.34,2,83.33
2025-06-08,Northern Sauna Gothenburg,2,2,2,6,490.90999999999997,490.90999999999997,60,3017,60.36,1,58.33,82,4075,81.34,2,83.33
2025-06-09,Northern Sauna Stockholm,2,2,2,8,654.54,654.54,50,2525,50.48,1,50.0,68,3417,68.32,1,66.67
2025-06-09,Northern Sauna Helsinki,4,4,4,13,1063.6299999999999,1063.6299999999999,50,2525,50.48,1,50.0,68,3417,68.32,1,66.67
2025-06-09,Northern Sauna Oslo,1,1,1,3,245.45,245.45,50,2525,50.48,1,50.0,68,3417,68.32,1,66.67
2025-06-09,Northern Sauna Copenhagen,2,2,2,4,327.28,327.28,50,2525,50.48,1,50.0,68,3417,68.32,1,66.67
2025-06-09,Northern Sauna Gothenburg,3,3,3,8,654.54,654.54,50,2525,50.48,1,50.0,68,3417,68.32,1,66.67
2025-06-09,Northern Sauna Bergen,3,3,3,8,654.54,654.54,50,2525,50.48,1,50.0,68,3417,68.32,1,66.67
2025-06-10,Northern Sauna Stockholm,4,4,4,15,1227.27,1227.27,49,2442,48.8,1,50.0,66,3283,65.69,1,66.67
2025-06-10,Northern Sauna Helsinki,2,2,2,6,490.9,490.9,49,2442,48.8,1,50.0,66,3283,65.69,1,66.67
2025-06-10,Northern Sauna Oslo,2,2,2,5,409.09,409.09,49,2442,48.8,1,50.0,66,3283,65.69,1,66.67
2025-06-10,Northern Sauna Copenhagen,3,3,3,6,490.90999999999997,490.90999999999997,49,2442,48.8,1,50.0,66,3283,65.69,1,66.67
2025-06-10,Northern Sauna Bergen,2,2,2,6,490.90999999999997,490.90999999999997,49,2442,48.8,1,50.0,66,3283,65.69,1,66.67
2025-06-11,Northern Sauna Stockholm,6,6,5,13,1063.6399999999999,818.1899999999999,48,2425,48.41,1,50.0,72,3583,71.5,1,66.67
2025-06-11,Northern Sauna Helsinki,4,4,4,12,981.81,981.81,48,2425,48.41,1,50.0,72,3583,71.5,1,66.67
2025-06-11,Northern Sauna Oslo,2,2,2,4,327.28,327.28,48,2425,48.41,1,50.0,72,3583,71.5,1,66.67
2025-06-11,Northern Sauna Copenhagen,3,3,3,8,654.54,654.54,48,2425,48.41,1,50.0,72,3583,71.5,1,66.67
2025-06-11,Northern Sauna Gothenburg,2,2,2,6,490.9,490.9,48,2425,48.41,1,50.0,72,3583,71.5,1,66.67
2025-06-12,Northern Sauna Stockholm,4,4,4,13,1063.6299999999999,1063.6299999999999,53,2633,52.68,1,50.0,65,3250,65.11,1,66.67
2025-06-12,Northern Sauna Helsinki,4,4,4,13,1063.62,1063.62,53,2633,52.68,1,50.0,65,3250,65.11,1,66.67
2025-06-12,Northern Sauna Oslo,1,1,1,3,245.45,245.45,53,2633,52.68,1,50.0,65,3250,65.11,1,66.67
2025-06-12,Northern Sauna Gothenburg,3,3,3,11,899.99,899.99,53,2633,52.68,1,50.0,65,3250,65.11,1,66.67
2025-06-12,Northern Sauna Bergen,1,1,1,5,409.09,409.09,53,2633,52.68,1,50.0,65,3250,65.11,1,66.67
2025-06-13,Northern Sauna Stockholm,6,6,6,21,1718.1799999999998,1718.1799999999998,50,2508,50.02,1,50.0,71,3567,71.3,1,66.67
2025-06-13,Northern Sauna Helsinki,2,2,2,5,409.09,409.09,50,2508,50.02,1,50.0,71,3567,71.3,1,66.67
2025-06-13,Northern Sauna Oslo,1,1,1,4,327.27,327.27,50,2508,50.02,1,50.0,71,3567,71.3,1,66.67
2025-06-13,Northern Sauna Copenhagen,2,2,2,4,327.28,327.28,50,2508,50.02,1,50.0,71,3567,71.3,1,66.67
2025-06-13,Northern Sauna Gothenburg,2,2,2,2,163.64,163.64,50,2508,50.02,1,50.0,71,3567,71.3,1,66.67
2025-06-13,Northern Sauna Bergen,2,2,2,8,654.54,654.54,50,2508,50.02,1,50.0,71,3567,71.3,1,66.67
2025-06-14,Northern Sauna Stockholm,11,11,10,31,2536.37,2372.73,60,3025,60.48,1,58.33,78,3900,78.05,2,75.0
2025-06-14,Northern Sauna Helsinki,3,3,3,8,654.54,654.54,60,3025,60.48,1,58.33,78,3900,78.05,2,75.0
2025-06-14,Northern Sauna Oslo,4,4,4,14,1145.4499999999998,1145.4499999999998,60,3025,60.48,1,58.33,78,3900,78.05,2,75.0
2025-06-14,Northern Sauna Copenhagen,2,2,2,8,654.54,654.54,60,3025,60.48,1,58.33,78,3900,78.05,2,75.0
2025-06-14,Northern Sauna Gothenburg,1,1,1,6,490.91,490.91,60,3025,60.48,1,58.33,78,3900,78.05,2,75.0
2025-06-14,Northern Sauna Bergen,1,1,1,2,163.64,163.64,60,3025,60.48,1,58.33,78,3900,78.05,2,75.0
2025-06-15,Northern Sauna Stockholm,4,4,4,7,572.73,572.73,62,3083,61.63,1,66.67,76,3800,75.95,2,75.0
2025-06-15,Northern Sauna Helsinki,7,7,7,24,1963.62,1963.62,62,3083,61.63,1,66.67,76,3800,75.95,2,75.0
2025-06-15,Northern Sauna Oslo,4,4,3,12,981.81,899.99,62,3083,61.63,1,66.67,76,3800,75.95,2,75.0
2025-06-15,Northern Sauna Copenhagen,3,3,3,14,1145.45,1145.45,62,3083,61.63,1,66.67,76,3800,75.95,2,75.0
2025-06-15,Northern Sauna Gothenburg,1,1,1,3,245.45,245.45,62,3083,61.63,1,66.67,76,3800,75.95,2,75.0
2025-06-15,Northern Sauna Bergen,1,1,1,4,327.27,327.27,62,3083,61.63,1,66.67,76,3800,75.95,2,75.0
2025-06-16,Northern Sauna Stockholm,2,2,2,8,654.54,654.54,51,2558,51.08,1,50.0,65,3267,65.46,1,66.67
2025-06-16,Northern Sauna Helsinki,6,6,6,22,1799.9899999999998,1799.9899999999998,51,2558,51.08,1,50.0,65,3267,65.46,1,66.67
2025-06-16,Northern Sauna Oslo,1,1,1,3,245.45,245.45,51,2558,51.08,1,50.0,65,3267,65.46,1,66.67
2025-06-16,Northern Sauna Copenhagen,7,7,7,23,1881.82,1881.82,51,2558,51.08,1,50.0,65,3267,65.46,1,66.67
2025-06-16,Northern Sauna Gothenburg,1,1,1,4,327.27,327.27,51,2558,51.08,1,50.0,65,3267,65.46,1,66.67
2025-06-16,Northern Sauna Bergen,1,1,1,1,81.82,81.82,51,2558,51.08,1,50.0,65,3267,65.46,1,66.67
2025-06-17,Northern Sauna Stockholm,4,4,4,8,654.55,654.55,53,2650,53.03,1,50.0,66,3300,65.99,1,66.67
2025-06-17,Northern Sauna Helsinki,4,4,4,12,981.8199999999999,981.8199999999999,53,2650,53.03,1,50.0,66,3300,65.99,1,66.67
2025-06-17,Northern Sauna Oslo,1,1,1,3,245.45,245.45,53,2650,53.03,1,50.0,66,3300,65.99,1,66.67
2025-06-17,Northern Sauna Copenhagen,4,4,4,6,490.91999999999996,490.91999999999996,53,2650,53.03,1,50.0,66,3300,65.99,1,66.67
2025-06-17,Northern Sauna Gothenburg,1,1,1,4,327.27,327.27,53,2650,53.03,1,50.0,66,3300,65.99,1,66.67
2025-06-17,Northern Sauna Bergen,6,6,6,19,1554.54,1554.54,53,2650,53.03,1,50.0,66,3300,65.99,1,66.67
2025-06-18,Northern Sauna Stockholm,5,5,5,13,1063.6399999999999,1063.6399999999999,52,2583,51.71,1,50.0,68,3392,67.78,1,66.67
2025-06-18,Northern Sauna Helsinki,4,4,4,11,900.0,900.0,52,2583,51.71,1,50.0,68,3392,67.78,1,66.67
2025-06-18,Northern Sauna Oslo,2,2,2,6,490.9,490.9,52,2583,51.71,1,50.0,68,3392,67.78,1,66.67
2025-06-18,Northern Sauna Copenhagen,6,6,5,21,1718.1699999999998,1390.8999999999999,52,2583,51.71,1,50.0,68,3392,67.78,1,66.67
2025-06-18,Northern Sauna Gothenburg,2,2,2,5,409.09,409.09,52,2583,51.71,1,50.0,68,3392,67.78,1,66.67
2025-06-18,Northern Sauna Bergen,3,3,3,11,899.99,899.99,52,2583,51.71,1,50.0,68,3392,67.78,1,66.67
2025-06-19,Northern Sauna Stockholm,2,2,2,5,409.09,409.09,50,2500,50.03,1,50.0,66,3283,65.83,1,66.67
2025-06-19,Northern Sauna Helsinki,4,4,4,12,981.8199999999999,981.8199999999999,50,2500,50.03,1,50.0,66,3283,65.83,1,66.67
2025-06-19,Northern Sauna Oslo,4,4,4,12,981.8199999999999,981.8199999999999,50,2500,50.03,1,50.0,66,3283,65.83,1,66.67
2025-06-19,Northern Sauna Copenhagen,5,5,5,13,1063.6399999999999,1063.6399999999999,50,2500,50.03,1,50.0,66,3283,65.83,1,66.67
2025-06-19,Northern Sauna Gothenburg,1,1,1,3,245.45,245.45,50,2500,50.03,1,50.0,66,3283,65.83,1,66.67
2025-06-19,Northern Sauna Bergen,1,1,1,6,490.91,490.91,50,2500,50.03,1,50.0,66,3283,65.83,1,66.67
2025-06-20,Northern Sauna Stockholm,3,3,3,9,736.3599999999999,736.3599999999999,54,2717,54.18,1,50.0,67,3350,67.18,1,66.67
2025-06-20,Northern Sauna Helsinki,4,4,4,8,654.55,654.55,54,2717,54.18,1,50.0,67,3350,67.18,1,66.67
2025-06-20,Northern Sauna Oslo,1,1,1,1,81.82,81.82,54,2717,54.18,1,50.0,67,3350,67.18,1,66.67
2025-06-20,Northern Sauna Copenhagen,4,4,2,14,1145.46,490.90999999999997,54,2717,54.18,1,50.0,67,3350,67.18,1,66.67
2025-06-20,Northern Sauna Gothenburg,3,3,3,7,572.73,572.73,54,2717,54.18,1,50.0,67,3350,67.18,1,66.67
2025-06-20,Northern Sauna Bergen,1,1,1,2,163.64,163.64,54,2717,54.18,1,50.0,67,3350,67.18,1,66.67
2025-06-21,Northern Sauna Stockholm,8,8,7,28,2290.8999999999996,2045.4499999999998,63,3167,63.28,1,66.67,76,3808,76.33,2,75.0
2025-06-21,Northern Sauna Helsinki,4,4,3,13,1063.6299999999999,899.99,63,3167,63.28,1,66.67,76,3808,76.33,2,75.0
2025-06-21,Northern Sauna Oslo,5,5,4,16,1309.08,1063.6299999999999,63,3167,63.28,1,66.67,76,3808,76.33,2,75.0
2025-06-21,Northern Sauna Copenhagen,3,3,3,8,654.54,654.54,63,3167,63.28,1,66.67,76,3808,76.33,2,75.0
2025-06-21,Northern Sauna Gothenburg,3,3,3,7,572.73,572.73,63,3167,63.28,1,66.67,76,3808,76.33,2,75.0
2025-06-21,Northern Sauna Bergen,3,3,3,11,900.0,900.0,63,3167,63.28,1,66.67,76,3808,76.33,2,75.0
2025-06-22,Northern Sauna Stockholm,1,1,1,5,409.09,409.09,61,3033,60.53,1,58.33,82,4100,81.88,2,83.33
2025-06-22,Northern Sauna Helsinki,2,2,1,5,409.09,327.27,61,3033,60.53,1,58.33,82,4100,81.88,2,83.33
2025-06-22,Northern Sauna Oslo,3,3,3,6,490.91999999999996,490.91999999999996,61,3033,60.53,1,58.33,82,4100,81.88,2,83.33
2025-06-22,Northern Sauna Copenhagen,6,6,6,19,1554.53,1554.53,61,3033,60.53,1,58.33,82,4100,81.88,2,83.33
2025-06-22,Northern Sauna Gothenburg,3,3,3,12,981.8199999999999,981.8199999999999,61,3033,60.53,1,58.33,82,4100,81.88,2,83.33
2025-06-22,Northern Sauna Bergen,4,4,4,10,818.18,818.18,61,3033,60.53,1,58.33,82,4100,81.88,2,83.33
2025-06-23,Northern Sauna Stockholm,4,4,4,14,1145.4499999999998,1145.4499999999998,50,2492,49.9,1,50.0,66,3275,65.52,1,66.67
2025-06-23,Northern Sauna Oslo,6,6,5,17,1390.92,900.01,50,2492,49.9,1,50.0,66,3275,65.52,1,66.67
2025-06-23,Northern Sauna Copenhagen,2,2,2,5,409.09,409.09,50,2492,49.9,1,50.0,66,3275,65.52,1,66.67
2025-06-23,Northern Sauna Gothenburg,2,2,2,7,572.72,572.72,50,2492,49.9,1,50.0,66,3275,65.52,1,66.67
2025-06-23,Northern Sauna Bergen,4,4,4,10,818.18,818.18,50,2492,49.9,1,50.0,66,3275,65.52,1,66.67
2025-06-24,Northern Sauna Stockholm,2,2,1,5,409.09,245.45,50,2525,50.39,1,50.0,67,3367,67.38,1,66.67
2025-06-24,Northern Sauna Helsinki,3,3,3,9,736.3599999999999,736.3599999999999,50,2525,50.39,1,50.0,67,3367,67.38,1,66.67
2025-06-24,Northern Sauna Oslo,2,2,2,6,490.90999999999997,490.90999999999997,50,2525,50.39,1,50.0,67,3367,67.38,1,66.67
2025-06-24,Northern Sauna Copenhagen,2,2,1,4,327.28,163.64,50,2525,50.39,1,50.0,67,3367,67.38,1,66.67
2025-06-24,Northern Sauna Gothenburg,1,1,1,5,409.09,409.09,50,2525,50.39,1,50.0,67,3367,67.38,1,66.67
2025-06-24,Northern Sauna Bergen,5,5,4,14,1145.4499999999998,981.81,50,2525,50.39,1,50.0,67,3367,67.38,1,66.67
2025-06-25,Northern Sauna Stockholm,3,3,3,6,490.90999999999997,490.90999999999997,49,2458,49.27,1,50.0,69,3450,69.0,1,66.67
2025-06-25,Northern Sauna Helsinki,4,4,3,14,1145.4499999999998,900.0,49,2458,49.27,1,50.0,69,3450,69.0,1,66.67
2025-06-25,Northern Sauna Oslo,7,7,7,21,1718.1799999999998,1718.1799999999998,49,2458,49.27,1,50.0,69,3450,69.0,1,66.67
2025-06-25,Northern Sauna Copenhagen,2,2,2,8,654.54,654.54,49,2458,49.27,1,50.0,69,3450,69.0,1,66.67
2025-06-25,Northern Sauna Gothenburg,1,1,1,2,163.64,163.64,49,2458,49.27,1,50.0,69,3450,69.0,1,66.67
2025-06-25,Northern Sauna Bergen,1,1,1,2,163.64,163.64,49,2458,49.27,1,50.0,69,3450,69.0,1,66.67
2025-06-26,Northern Sauna Stockholm,5,5,5,19,1554.53,1554.53,51,2542,50.91,1,50.0,68,3392,67.76,1,66.67
2025-06-26,Northern Sauna Helsinki,5,5,5,12,981.8199999999999,981.8199999999999,51,2542,50.91,1,50.0,68,3392,67.76,1,66.67
2025-06-26,Northern Sauna Oslo,1,1,1,2,163.64,163.64,51,2542,50.91,1,50.0,68,3392,67.76,1,66.67
2025-06-26,Northern Sauna Copenhagen,5,5,5,19,1554.53,1554.53,51,2542,50.91,1,50.0,68,3392,67.76,1,66.67
2025-06-26,Northern Sauna Gothenburg,1,1,1,3,245.45,245.45,51,2542,50.91,1,50.0,68,3392,67.76,1,66.67
2025-06-26,Northern Sauna Bergen,2,2,2,3,245.45999999999998,245.45999999999998,51,2542,50.91,1,50.0,68,3392,67.76,1,66.67
2025-06-27,Northern Sauna Stockholm,3,3,3,13,1063.6299999999999,1063.6299999999999,48,2375,47.37,1,50.0,66,3325,66.54,1,66.67
2025-06-27,Northern Sauna Helsinki,3,3,3,11,899.99,899.99,48,2375,47.37,1,50.0,66,3325,66.54,1,66.67
2025-06-27,Northern Sauna Oslo,2,2,2,6,490.90999999999997,490.90999999999997,48,2375,47.37,1,50.0,66,3325,66.54,1,66.67
2025-06-27,Northern Sauna Gothenburg,2,2,2,5,409.09,409.09,48,2375,47.37,1,50.0,66,3325,66.54,1,66.67
2025-06-27,Northern Sauna Bergen,3,3,2,11,899.99,572.72,48,2375,47.37,1,50.0,66,3325,66.54,1,66.67
2025-06-28,Northern Sauna Stockholm,8,8,8,18,1472.73,1472.73,58,2917,58.26,1,50.0,82,4075,81.55,2,75.0
2025-06-28,Northern Sauna Helsinki,2,2,2,5,409.09,409.09,58,2917,58.26,1,50.0,82,4075,81.55,2,75.0
2025-06-28,Northern Sauna Oslo,4,4,4,13,1063.6399999999999,1063.6399999999999,58,2917,58.26,1,50.0,82,4075,81.55,2,75.0
2025-06-28,Northern Sauna Copenhagen,6,6,5,19,1554.52,1309.07,58,2917,58.26,1,50.0,82,4075,81.55,2,75.0
2025-06-28,Northern Sauna Gothenburg,2,2,2,3,245.45999999999998,245.45999999999998,58,2917,58.26,1,50.0,82,4075,81.55,2,75.0
2025-06-28,Northern Sauna Bergen,4,4,4,10,818.18,818.18,58,2917,58.26,1,50.0,82,4075,81.55,2,75.0
2025-06-29,Northern Sauna Stockholm,5,5,4,15,1227.27,1063.6299999999999,64,3208,64.28,2,75.0,80,4025,80.45,2,75.0
2025-06-29,Northern Sauna Helsinki,4,4,4,17,1390.9099999999999,1390.9099999999999,64,3208,64.28,2,75.0,80,4025,80.45,2,75.0
2025-06-29,Northern Sauna Oslo,3,3,2,7,572.72,490.9,64,3208,64.28,2,75.0,80,4025,80.45,2,75.0
2025-06-29,Northern Sauna Copenhagen,2,2,2,5,409.09,409.09,64,3208,64.28,2,75.0,80,4025,80.45,2,75.0
2025-06-29,Northern Sauna Gothenburg,3,3,3,8,654.54,654.54,64,3208,64.28,2,75.0,80,4025,80.45,2,75.0
2025-06-30,Northern Sauna Stockholm,3,3,3,7,572.73,572.73,52,2608,52.27,1,50.0,68,3383,67.73,1,66.67
2025-06-30,Northern Sauna Helsinki,3,3,3,8,654.55,654.55,52,2608,52.27,1,50.0,68,3383,67.73,1,66.67
2025-06-30,Northern Sauna Oslo,5,5,5,14,1145.46,1145.46,52,2608,52.27,1,50.0,68,3383,67.73,1,66.67
2025-06-30,Northern Sauna Copenhagen,3,3,3,8,654.55,654.55,52,2608,52.27,1,50.0,68,3383,67.73,1,66.67
2025-06-30,Northern Sauna Gothenburg,2,2,2,6,490.9,490.9,52,2608,52.27,1,50.0,68,3383,67.73,1,66.67
2025-06-30,Northern Sauna Bergen,2,2,2,7,572.72,572.72,52,2608,52.27,1,50.0,68,3383,67.73,1,66.67
