date,location,bookings,bookings_total,bookings_excl_canceled,participants,revenue,revenue_excl_canceled,google_ads_clicks,google_ads_impressions,google_ads_spend,google_ads_conversions,google_ads_conversion_value,meta_ads_clicks,meta_ads_impressions,meta_ads_spend,meta_ads_conversions,meta_ads_conversion_value
2025-06-04,Northern Sauna Stockholm,6,6,6,18,1472.7199999999998,1472.7199999999998,71,3533,70.75,1,66.67,67,3367,67.19,1,66.67
2025-06-04,Northern Sauna Helsinki,3,3,2,9,736.3599999999999,409.09,71,3533,70.75,1,66.67,67,3367,67.19,1,66.67
2025-06-04,Northern Sauna Oslo,7,7,6,25,2045.4299999999998,1799.98,71,3533,70.75,1,66.67,67,3367,67.19,1,66.67
2025-06-05,Northern Sauna Stockholm,7,7,7,15,1227.28,1227.28,62,3117,62.29,1,66.67,66,3317,66.35,1,66.67
2025-06-05,Northern Sauna Helsinki,7,7,7,21,1718.1699999999998,1718.1699999999998,62,3117,62.29,1,66.67,66,3317,66.35,1,66.67
2025-06-05,Northern Sauna Oslo,6,6,6,21,1718.1799999999998,1718.1799999999998,62,3117,62.29,1,66.67,66,3317,66.35,1,66.67
2025-06-06,Northern Sauna Stockholm,4,4,4,10,818.18,818.18,71,3533,70.7,1,66.67,63,3167,63.3,1,66.67
2025-06-06,Northern Sauna Helsinki,8,8,8,23,1881.83,1881.83,71,3533,70.7,1,66.67,63,3167,63.3,1,66.67
2025-06-06,Northern Sauna Oslo,9,9,8,32,2618.17,2372.72,71,3533,70.7,1,66.67,63,3167,63.3,1,66.67
2025-06-07,Northern Sauna Stockholm,8,8,7,31,2536.35,2290.9,78,3917,78.33,1,66.67,80,4000,79.96,1,66.67
2025-06-07,Northern Sauna Helsinki,10,10,10,29,2372.71,2372.71,78,3917,78.33,1,66.67,80,4000,79.96,1,66.67
2025-06-07,Northern Sauna Oslo,9,9,7,23,1881.8,1472.71,78,3917,78.33,1,66.67,80,4000,79.96,1,66.67
2025-06-08,Northern Sauna Stockholm,3,3,3,8,654.54,654.54,76,3783,75.86,1,66.67,79,3950,78.93,2,83.33
2025-06-08,Northern Sauna Helsinki,3,3,3,10,818.18,818.18,76,3783,75.86,1,66.67,79,3950,78.93,2,83.33
2025-06-08,Northern Sauna Oslo,7,7,5,20,1636.37,1145.46,76,3783,75.86,1,66.67,79,3950,78.93,2,83.33
2025-06-09,Northern Sauna Stockholm,5,5,5,16,1309.1,1309.1,64,3200,63.93,1,66.67,64,3183,63.65,1,66.67
2025-06-09,Northern Sauna Helsinki,4,4,4,16,1309.09,1309.09,64,3200,63.93,1,66.67,64,3183,63.65,1,66.67
2025-06-09,Northern Sauna Oslo,5,5,4,16,1309.09,981.8199999999999,64,3200,63.93,1,66.67,64,3183,63.65,1,66.67
2025-06-10,Northern Sauna Stockholm,6,6,6,14,1145.46,1145.46,65,3267,65.31,1,66.67,65,3267,65.56,1,66.67
2025-06-10,Northern Sauna Helsinki,6,6,5,14,1145.46,818.1899999999999,65,3267,65.31,1,66.67,65,3267,65.56,1,66.67
2025-06-10,Northern Sauna Oslo,3,3,3,14,1145.45,1145.45,65,3267,65.31,1,66.67,65,3267,65.56,1,66.67
2025-06-11,Northern Sauna Stockholm,9,9,9,33,2699.98,2699.98,64,3183,63.51,1,66.67,68,3417,68.43,1,66.67
2025-06-11,Northern Sauna Helsinki,3,3,3,6,490.90999999999997,490.90999999999997,64,3183,63.51,1,66.67,68,3417,68.43,1,66.67
2025-06-11,Northern Sauna Oslo,3,3,3,10,818.17,818.17,64,3183,63.51,1,66.67,68,3417,68.43,1,66.67
2025-06-12,Northern Sauna Stockholm,3,3,3,8,654.54,654.54,67,3333,66.7,1,66.67,70,3483,69.73,1,66.67
2025-06-12,Northern Sauna Helsinki,6,6,6,18,1472.7199999999998,1472.7199999999998,67,3333,66.7,1,66.67,70,3483,69.73,1,66.67
2025-06-12,Northern Sauna Oslo,7,7,7,21,1718.1799999999998,1718.1799999999998,67,3333,66.7,1,66.67,70,3483,69.73,1,66.67
2025-06-13,Northern Sauna Stockholm,3,3,3,11,899.99,899.99,68,3383,67.58,1,66.67,64,3200,64.18,1,66.67
2025-06-13,Northern Sauna Helsinki,4,4,4,11,899.99,899.99,68,3383,67.58,1,66.67,64,3200,64.18,1,66.67
2025-06-13,Northern Sauna Oslo,3,3,3,12,981.8199999999999,981.8199999999999,68,3383,67.58,1,66.67,64,3200,64.18,1,66.67
2025-06-14,Northern Sauna Stockholm,5,5,5,13,1063.6299999999999,1063.6299999999999,79,3967,79.11,1,66.67,80,4017,80.33,2,83.33
2025-06-14,Northern Sauna Helsinki,3,3,3,11,899.99,899.99,79,3967,79.11,1,66.67,80,4017,80.33,2,83.33
2025-06-14,Northern Sauna Oslo,4,4,4,11,900.0,900.0,79,3967,79.11,1,66.67,80,4017,80.33,2,83.33
2025-06-15,Northern Sauna Stockholm,3,3,3,12,981.8199999999999,981.8199999999999,76,3817,76.09,1,66.67,81,4050,80.91,2,83.33
2025-06-15,Northern Sauna Helsinki,3,3,3,13,1063.63,1063.63,76,3817,76.09,1,66.67,81,4050,80.91,2,83.33
2025-06-15,Northern Sauna Oslo,6,6,6,19,1554.53,1554.53,76,3817,76.09,1,66.67,81,4050,80.91,2,83.33
2025-06-16,Northern Sauna Stockholm,2,2,2,6,490.90999999999997,490.90999999999997,64,3217,64.1,1,66.67,67,3333,66.92,1,66.67
2025-06-16,Northern Sauna Helsinki,8,8,6,21,1718.1699999999998,1145.4499999999998,64,3217,64.1,1,66.67,67,3333,66.92,1,66.67
2025-06-16,Northern Sauna Oslo,4,4,4,12,981.81,981.81,64,3217,64.1,1,66.67,67,3333,66.92,1,66.67
2025-06-17,Northern Sauna Stockholm,5,5,5,10,818.1899999999999,818.1899999999999,67,3350,66.71,1,66.67,65,3233,64.42,1,66.67
2025-06-17,Northern Sauna Helsinki,5,5,5,12,981.8199999999999,981.8199999999999,67,3350,66.71,1,66.67,65,3233,64.42,1,66.67
2025-06-17,Northern Sauna Oslo,4,4,3,14,1145.45,654.54,67,3350,66.71,1,66.67,65,3233,64.42,1,66.67
2025-06-18,Northern Sauna Stockholm,5,5,5,12,981.8299999999999,981.8299999999999,68,3383,67.74,1,66.67,69,3450,69.01,1,66.67
2025-06-18,Northern Sauna Helsinki,6,6,6,19,1554.54,1554.54,68,3383,67.74,1,66.67,69,3450,69.01,1,66.67
2025-06-18,Northern Sauna Oslo,3,3,3,11,900.0,900.0,68,3383,67.74,1,66.67,69,3450,69.01,1,66.67
2025-06-19,Northern Sauna Stockholm,9,9,7,34,2781.8,2290.9,66,3300,65.88,1,66.67,72,3617,72.24,1,66.67
2025-06-19,Northern Sauna Helsinki,9,9,9,29,2372.72,2372.72,66,3300,65.88,1,66.67,72,3617,72.24,1,66.67
2025-06-19,Northern Sauna Oslo,4,4,4,7,572.74,572.74,66,3300,65.88,1,66.67,72,3617,72.24,1,66.67
2025-06-20,Northern Sauna Stockholm,4,4,4,8,654.55,654.55,65,3233,64.75,1,66.67,66,3300,65.98,1,66.67
2025-06-20,Northern Sauna Helsinki,13,13,12,35,2863.64,2700.0,65,3233,64.75,1,66.67,66,3300,65.98,1,66.67
2025-06-20,Northern Sauna Oslo,5,5,4,15,1227.26,981.81,65,3233,64.75,1,66.67,66,3300,65.98,1,66.67
2025-06-21,Northern Sauna Stockholm,7,7,7,17,1390.8999999999999,1390.8999999999999,81,4050,80.86,2,83.33,82,4083,81.67,2,83.33
2025-06-21,Northern Sauna Helsinki,9,9,8,22,1800.0099999999998,1636.37,81,4050,80.86,2,83.33,82,4083,81.67,2,83.33
2025-06-21,Northern Sauna Oslo,9,9,9,28,2290.91,2290.91,81,4050,80.86,2,83.33,82,4083,81.67,2,83.33
2025-06-22,Northern Sauna Stockholm,9,9,9,28,2290.8999999999996,2290.8999999999996,80,4017,80.03,1,66.67,81,4050,81.06,1,66.67
2025-06-22,Northern Sauna Helsinki,5,5,3,18,1472.7199999999998,981.81,80,4017,80.03,1,66.67,81,4050,81.06,1,66.67
2025-06-22,Northern Sauna Oslo,4,4,4,9,736.3699999999999,736.3699999999999,80,4017,80.03,1,66.67,81,4050,81.06,1,66.67
2025-06-23,Northern Sauna Stockholm,1,1,1,1,81.82,81.82,68,3400,67.92,1,66.67,70,3517,70.33,1,66.67
2025-06-23,Northern Sauna Helsinki,4,4,4,8,654.55,654.55,68,3400,67.92,1,66.67,70,3517,70.33,1,66.67
2025-06-23,Northern Sauna Oslo,5,5,5,13,1063.6299999999999,1063.6299999999999,68,3400,67.92,1,66.67,70,3517,70.33,1,66.67
2025-06-24,Northern Sauna Stockholm,5,5,4,13,1063.6399999999999,736.3699999999999,64,3183,63.89,1,66.67,70,3483,69.87,1,66.67
2025-06-24,Northern Sauna Helsinki,6,6,6,13,1063.6399999999999,1063.6399999999999,64,3183,63.89,1,66.67,70,3483,69.87,1,66.67
2025-06-24,Northern Sauna Oslo,6,6,5,15,1227.27,981.8199999999999,64,3183,63.89,1,66.67,70,3483,69.87,1,66.67
2025-06-25,Northern Sauna Stockholm,4,4,4,9,736.3699999999999,736.3699999999999,72,3583,71.49,1,66.67,70,3483,69.74,1,66.67
2025-06-25,Northern Sauna Helsinki,8,8,8,21,1718.19,1718.19,72,3583,71.49,1,66.67,70,3483,69.74,1,66.67
2025-06-25,Northern Sauna Oslo,5,5,5,21,1718.17,1718.17,72,3583,71.49,1,66.67,70,3483,69.74,1,66.67
2025-06-26,Northern Sauna Stockholm,5,5,5,18,1472.7199999999998,1472.7199999999998,64,3217,64.4,1,66.67,64,3217,64.2,1,66.67
2025-06-26,Northern Sauna Helsinki,6,6,6,17,1390.8999999999999,1390.8999999999999,64,3217,64.4,1,66.67,64,3217,64.2,1,66.67
2025-06-26,Northern Sauna Oslo,4,4,4,12,981.81,981.81,64,3217,64.4,1,66.67,64,3217,64.2,1,66.67
2025-06-27,Northern Sauna Stockholm,5,5,4,14,1145.44,899.99,72,3583,71.47,1,66.67,64,3217,64.53,1,66.67
2025-06-27,Northern Sauna Helsinki,7,7,7,28,2290.89,2290.89,72,3583,71.47,1,66.67,64,3217,64.53,1,66.67
2025-06-27,Northern Sauna Oslo,2,2,2,3,245.45999999999998,245.45999999999998,72,3583,71.47,1,66.67,64,3217,64.53,1,66.67
2025-06-28,Northern Sauna Stockholm,5,5,5,16,1309.08,1309.08,86,4317,86.34,2,100.0,83,4150,83.02,2,83.33
2025-06-28,Northern Sauna Helsinki,5,5,5,18,1472.7199999999998,1472.7199999999998,86,4317,86.34,2,100.0,83,4150,83.02,2,83.33
2025-06-28,Northern Sauna Oslo,6,6,6,26,2127.2599999999998,2127.2599999999998,86,4317,86.34,2,100.0,83,4150,83.02,2,83.33
2025-06-29,Northern Sauna Stockholm,1,1,1,4,327.27,327.27,80,4017,80.39,1,66.67,80,3983,79.69,1,66.67
2025-06-29,Northern Sauna Helsinki,7,7,5,21,1718.1699999999998,1227.27,80,4017,80.39,1,66.67,80,3983,79.69,1,66.67
2025-06-29,Northern Sauna Oslo,5,5,5,15,1227.26,1227.26,80,4017,80.39,1,66.67,80,3983,79.69,1,66.67
2025-06-30,Northern Sauna Stockholm,3,3,3,7,572.73,572.73,67,3367,67.29,1,66.67,70,3500,70.09,1,66.67
2025-06-30,Northern Sauna Helsinki,8,8,8,25,2045.4399999999998,2045.4399999999998,67,3367,67.29,1,66.67,70,3500,70.09,1,66.67
2025-06-30,Northern Sauna Oslo,4,4,4,11,899.99,899.99,67,3367,67.29,1,66.67,70,3500,70.09,1,66.67
2025-07-01,Northern Sauna Stockholm,4,4,3,10,818.18,572.73,65,3267,65.39,1,66.67,68,3383,67.55,1,66.67
2025-07-01,Northern Sauna Helsinki,5,5,5,18,1472.71,1472.71,65,3267,65.39,1,66.67,68,3383,67.55,1,66.67
2025-07-01,Northern Sauna Oslo,5,5,5,13,1063.6399999999999,1063.6399999999999,65,3267,65.39,1,66.67,68,3383,67.55,1,66.67
2025-07-02,Northern Sauna Stockholm,9,9,9,27,2209.09,2209.09,67,3333,66.74,1,66.67,68,3400,67.92,1,66.67
2025-07-02,Northern Sauna Helsinki,4,4,4,13,1063.6299999999999,1063.6299999999999,67,3333,66.74,1,66.67,68,3400,67.92,1,66.67
2025-07-02,Northern Sauna Oslo,9,9,9,29,2372.71,2372.71,67,3333,66.74,1,66.67,68,3400,67.92,1,66.67
2025-07-03,Northern Sauna Stockholm,6,6,5,19,1554.54,1390.9,62,3083,61.76,1,66.67,65,3233,64.41,1,66.67
2025-07-03,Northern Sauna Helsinki,6,6,6,23,1881.8,1881.8,62,3083,61.76,1,66.67,65,3233,64.41,1,66.67
2025-07-03,Northern Sauna Oslo,6,6,6,16,1309.09,1309.09,62,3083,61.76,1,66.67,65,3233,64.41,1,66.67
2025-07-04,Northern Sauna Stockholm,2,2,2,5,409.09,409.09,69,3467,69.54,1,66.67,68,3400,68.16,1,66.67
2025-07-04,Northern Sauna Helsinki,4,4,4,7,572.73,572.73,69,3467,69.54,1,66.67,68,3400,68.16,1,66.67
2025-07-04,Northern Sauna Oslo,7,7,7,26,2127.27,2127.27,69,3467,69.54,1,66.67,68,3400,68.16,1,66.67
2025-07-05,Northern Sauna Stockholm,5,5,5,14,1145.4499999999998,1145.4499999999998,78,3883,77.82,1,66.67,86,4283,85.67,2,100.0
2025-07-05,Northern Sauna Helsinki,5,5,5,19,1554.54,1554.54,78,3883,77.82,1,66.67,86,4283,85.67,2,100.0
2025-07-05,Northern Sauna Oslo,5,5,4,15,1227.27,1063.6299999999999,78,3883,77.82,1,66.67,86,4283,85.67,2,100.0
2025-07-06,Northern Sauna Stockholm,5,5,5,13,1063.6299999999999,1063.6299999999999,74,3700,73.99,1,66.67,84,4183,83.68,2,83.33
2025-07-06,Northern Sauna Helsinki,5,5,5,13,1063.6399999999999,1063.6399999999999,74,3700,73.99,1,66.67,84,4183,83.68,2,83.33
2025-07-06,Northern Sauna Oslo,14,14,14,48,3927.27,3927.27,74,3700,73.99,1,66.67,84,4183,83.68,2,83.33
2025-07-07,Northern Sauna Stockholm,5,5,5,18,1472.71,1472.71,68,3417,68.11,1,66.67,67,3350,66.96,1,66.67
2025-07-07,Northern Sauna Helsinki,8,8,8,24,1963.6399999999999,1963.6399999999999,68,3417,68.11,1,66.67,67,3350,66.96,1,66.67
2025-07-07,Northern Sauna Oslo,8,8,8,26,2127.2599999999998,2127.2599999999998,68,3417,68.11,1,66.67,67,3350,66.96,1,66.67
2025-07-08,Northern Sauna Stockholm,3,3,3,9,736.3599999999999,736.3599999999999,64,3200,63.94,1,66.67,65,3267,65.2,1,66.67
2025-07-08,Northern Sauna Helsinki,3,3,3,6,490.90999999999997,490.90999999999997,64,3200,63.94,1,66.67,65,3267,65.2,1,66.67
2025-07-08,Northern Sauna Oslo,5,5,5,14,1145.4499999999998,1145.4499999999998,64,3200,63.94,1,66.67,65,3267,65.2,1,66.67
2025-07-09,Northern Sauna Stockholm,7,7,7,20,1636.35,1636.35,69,3433,68.71,1,66.67,67,3350,67.06,1,66.67
2025-07-09,Northern Sauna Helsinki,4,4,4,14,1145.4499999999998,1145.4499999999998,69,3433,68.71,1,66.67,67,3350,67.06,1,66.67
2025-07-09,Northern Sauna Oslo,5,5,5,10,818.1899999999999,818.1899999999999,69,3433,68.71,1,66.67,67,3350,67.06,1,66.67
2025-07-10,Northern Sauna Stockholm,4,4,4,11,899.99,899.99,72,3600,72.12,1,66.67,68,3383,67.86,1,66.67
2025-07-10,Northern Sauna Helsinki,12,12,11,38,3109.08,2863.63,72,3600,72.12,1,66.67,68,3383,67.86,1,66.67
2025-07-10,Northern Sauna Oslo,5,5,5,10,818.1999999999999,818.1999999999999,72,3600,72.12,1,66.67,68,3383,67.86,1,66.67
2025-07-11,Northern Sauna Stockholm,7,7,7,25,2045.4399999999998,2045.4399999999998,65,3267,65.3,1,66.67,65,3250,65.17,1,66.67
2025-07-11,Northern Sauna Helsinki,5,5,5,16,1309.08,1309.08,65,3267,65.3,1,66.67,65,3250,65.17,1,66.67
2025-07-11,Northern Sauna Oslo,6,6,6,14,1145.4499999999998,1145.4499999999998,65,3267,65.3,1,66.67,65,3250,65.17,1,66.67
2025-07-12,Northern Sauna Stockholm,12,12,12,37,3027.27,3027.27,79,3967,79.23,1,66.67,80,4017,80.63,1,66.67
2025-07-12,Northern Sauna Helsinki,2,2,2,5,409.09,409.09,79,3967,79.23,1,66.67,80,4017,80.63,1,66.67
2025-07-12,Northern Sauna Oslo,8,8,8,25,2045.4499999999998,2045.4499999999998,79,3967,79.23,1,66.67,80,4017,80.63,1,66.67
2025-07-13,Northern Sauna Stockholm,4,4,4,14,1145.4499999999998,1145.4499999999998,77,3833,76.73,1,66.67,86,4300,86.12,2,100.0
2025-07-13,Northern Sauna Helsinki,7,7,5,22,1800.0,1472.7199999999998,77,3833,76.73,1,66.67,86,4300,86.12,2,100.0
2025-07-13,Northern Sauna Oslo,2,2,2,8,654.54,654.54,77,3833,76.73,1,66.67,86,4300,86.12,2,100.0
2025-07-14,Northern Sauna Stockholm,7,7,6,24,1963.6299999999999,1554.54,67,3333,66.46,1,66.67,68,3383,67.79,1,66.67
2025-07-14,Northern Sauna Helsinki,3,3,3,8,654.55,654.55,67,3333,66.46,1,66.67,68,3383,67.79,1,66.67
2025-07-14,Northern Sauna Oslo,10,10,9,27,2209.09,2045.4499999999998,67,3333,66.46,1,66.67,68,3383,67.79,1,66.67
2025-07-15,Northern Sauna Stockholm,4,4,4,9,736.3699999999999,736.3699999999999,63,3133,62.66,1,66.67,66,3300,65.8,1,66.67
2025-07-15,Northern Sauna Helsinki,5,5,4,16,1309.1,981.8299999999999,63,3133,62.66,1,66.67,66,3300,65.8,1,66.67
2025-07-15,Northern Sauna Oslo,4,4,4,8,654.55,654.55,63,3133,62.66,1,66.67,66,3300,65.8,1,66.67
2025-07-16,Northern Sauna Stockholm,4,4,4,15,1227.27,1227.27,67,3333,66.74,1,66.67,63,3167,63.39,1,66.67
2025-07-16,Northern Sauna Helsinki,7,7,7,21,1718.1799999999998,1718.1799999999998,67,3333,66.74,1,66.67,63,3167,63.39,1,66.67
2025-07-16,Northern Sauna Oslo,12,12,12,39,3190.91,3190.91,67,3333,66.74,1,66.67,63,3167,63.39,1,66.67
2025-07-17,Northern Sauna Stockholm,4,4,4,10,818.18,818.18,66,3283,65.41,1,66.67,63,3150,62.88,1,66.67
2025-07-17,Northern Sauna Helsinki,4,4,4,12,981.8299999999999,981.8299999999999,66,3283,65.41,1,66.67,63,3150,62.88,1,66.67
2025-07-17,Northern Sauna Oslo,9,9,8,23,1881.81,1718.1699999999998,66,3283,65.41,1,66.67,63,3150,62.88,1,66.67
2025-07-18,Northern Sauna Stockholm,7,7,7,20,1636.36,1636.36,67,3333,66.4,1,66.67,63,3133,62.87,1,66.67
2025-07-18,Northern Sauna Helsinki,3,3,3,9,736.3699999999999,736.3699999999999,67,3333,66.4,1,66.67,63,3133,62.87,1,66.67
2025-07-18,Northern Sauna Oslo,1,1,1,5,409.09,409.09,67,3333,66.4,1,66.67,63,3133,62.87,1,66.67
2025-07-19,Northern Sauna Stockholm,6,6,6,16,1309.09,1309.09,77,3867,77.33,1,66.67,83,4133,82.49,1,66.67
2025-07-19,Northern Sauna Helsinki,5,5,5,21,1718.17,1718.17,77,3867,77.33,1,66.67,83,4133,82.49,1,66.67
2025-07-19,Northern Sauna Oslo,11,11,10,35,2863.6299999999997,2618.18,77,3867,77.33,1,66.67,83,4133,82.49,1,66.67
2025-07-20,Northern Sauna Stockholm,10,10,10,27,2209.1099999999997,2209.1099999999997,79,3967,79.47,1,66.67,86,4300,85.84,2,100.0
2025-07-20,Northern Sauna Helsinki,7,7,6,27,2209.0699999999997,1881.8,79,3967,79.47,1,66.67,86,4300,85.84,2,100.0
2025-07-20,Northern Sauna Oslo,8,8,8,25,2045.4399999999998,2045.4399999999998,79,3967,79.47,1,66.67,86,4300,85.84,2,100.0
2025-07-21,Northern Sauna Stockholm,6,6,6,19,1554.53,1554.53,61,3067,61.52,1,66.67,70,3517,70.41,1,66.67
2025-07-21,Northern Sauna Helsinki,4,4,3,13,1063.6299999999999,981.81,61,3067,61.52,1,66.67,70,3517,70.41,1,66.67
2025-07-21,Northern Sauna Oslo,8,8,7,26,2127.27,1800.0,61,3067,61.52,1,66.67,70,3517,70.41,1,66.67
2025-07-22,Northern Sauna Stockholm,5,5,4,20,1636.36,1472.72,67,3350,66.84,1,66.67,64,3200,64.09,1,66.67
2025-07-22,Northern Sauna Helsinki,5,5,5,13,1063.6399999999999,1063.6399999999999,67,3350,66.84,1,66.67,64,3200,64.09,1,66.67
2025-07-22,Northern Sauna Oslo,6,6,6,21,1718.17,1718.17,67,3350,66.84,1,66.67,64,3200,64.09,1,66.67
2025-07-23,Northern Sauna Stockholm,5,5,4,14,1145.4499999999998,981.81,68,3400,68.11,1,66.67,71,3533,70.89,1,66.67
2025-07-23,Northern Sauna Helsinki,3,3,3,8,654.54,654.54,68,3400,68.11,1,66.67,71,3533,70.89,1,66.67
2025-07-23,Northern Sauna Oslo,6,6,5,18,1472.7199999999998,1309.08,68,3400,68.11,1,66.67,71,3533,70.89,1,66.67
2025-07-24,Northern Sauna Stockholm,5,5,4,16,1309.09,1227.27,71,3567,71.24,1,66.67,62,3100,62.31,1,66.67
2025-07-24,Northern Sauna Helsinki,5,5,3,15,1227.26,654.54,71,3567,71.24,1,66.67,62,3100,62.31,1,66.67
2025-07-24,Northern Sauna Oslo,5,5,5,17,1390.8999999999999,1390.8999999999999,71,3567,71.24,1,66.67,62,3100,62.31,1,66.67
2025-07-25,Northern Sauna Stockholm,5,5,5,17,1390.8899999999999,1390.8899999999999,65,3267,65.42,1,66.67,61,3067,61.37,1,66.67
2025-07-25,Northern Sauna Helsinki,6,6,6,19,1554.56,1554.56,65,3267,65.42,1,66.67,61,3067,61.37,1,66.67
2025-07-25,Northern Sauna Oslo,5,5,4,14,1145.46,736.3699999999999,65,3267,65.42,1,66.67,61,3067,61.37,1,66.67
2025-07-26,Northern Sauna Stockholm,2,2,2,6,490.9,490.9,76,3800,76.04,1,66.67,85,4267,85.34,2,83.33
2025-07-26,Northern Sauna Helsinki,4,4,4,10,818.17,818.17,76,3800,76.04,1,66.67,85,4267,85.34,2,83.33
2025-07-26,Northern Sauna Oslo,6,6,5,20,1636.36,1472.7199999999998,76,3800,76.04,1,66.67,85,4267,85.34,2,83.33
2025-07-27,Northern Sauna Stockholm,11,11,9,39,3190.89,2618.17,74,3700,73.82,1,66.67,75,3767,75.15,1,66.67
2025-07-27,Northern Sauna Helsinki,6,6,6,21,1718.1699999999998,1718.1699999999998,74,3700,73.82,1,66.67,75,3767,75.15,1,66.67
2025-07-27,Northern Sauna Oslo,6,6,6,18,1472.7399999999998,1472.7399999999998,74,3700,73.82,1,66.67,75,3767,75.15,1,66.67
2025-07-28,Northern Sauna Stockholm,5,5,5,14,1145.46,1145.46,63,3167,63.29,1,66.67,67,3367,67.65,1,66.67
2025-07-28,Northern Sauna Helsinki,4,4,3,11,900.0,736.3599999999999,63,3167,63.29,1,66.67,67,3367,67.65,1,66.67
2025-07-28,Northern Sauna Oslo,5,5,5,12,981.8299999999999,981.8299999999999,63,3167,63.29,1,66.67,67,3367,67.65,1,66.67
2025-07-29,Northern Sauna Stockholm,4,4,4,15,1227.27,1227.27,65,3250,65.16,1,66.67,69,3467,69.4,1,66.67
2025-07-29,Northern Sauna Helsinki,8,8,7,22,1799.9899999999998,1554.54,65,3250,65.16,1,66.67,69,3467,69.4,1,66.67
2025-07-29,Northern Sauna Oslo,5,5,5,14,1145.4499999999998,1145.4499999999998,65,3250,65.16,1,66.67,69,3467,69.4,1,66.67
2025-07-30,Northern Sauna Stockholm,2,2,2,4,327.27,327.27,66,3317,66.57,1,66.67,67,3367,67.57,1,66.67
2025-07-30,Northern Sauna Helsinki,6,6,6,19,1554.55,1554.55,66,3317,66.57,1,66.67,67,3367,67.57,1,66.67
2025-07-30,Northern Sauna Oslo,6,6,5,14,1145.4699999999998,981.8299999999999,66,3317,66.57,1,66.67,67,3367,67.57,1,66.67
2025-07-31,Northern Sauna Stockholm,7,7,6,17,1390.9099999999999,1063.6399999999999,67,3350,67.16,1,66.67,67,3367,67.2,1,66.67
